Ensembl Gene ID,Amazon molly Ensembl Gene ID,Alpaca Ensembl Gene ID
ENSG00000210049,,
ENSG00000211459,,
ENSG00000210077,,
ENSG00000210082,,
ENSG00000209082,,
ENSG00000198888,,ENSVPAG00000018133
ENSG00000210100,,
ENSG00000210107,,
ENSG00000210112,,
ENSG00000198763,,ENSVPAG00000018137
ENSG00000210117,,
ENSG00000210127,,
ENSG00000210135,,
ENSG00000210140,,
ENSG00000210144,,
ENSG00000198804,,ENSVPAG00000018143
ENSG00000210151,,
ENSG00000210154,,
ENSG00000198712,,ENSVPAG00000018146
ENSG00000210156,,
ENSG00000228253,,
ENSG00000198899,,ENSVPAG00000018149
ENSG00000198938,,ENSVPAG00000018150
ENSG00000210164,,
ENSG00000198840,,ENSVPAG00000018152
ENSG00000210174,,
ENSG00000212907,,ENSVPAG00000018154
ENSG00000198886,,ENSVPAG00000018155
ENSG00000210176,,
ENSG00000210184,,
ENSG00000210191,,
ENSG00000198786,,ENSVPAG00000018159
ENSG00000198695,,ENSVPAG00000018160
ENSG00000210194,,
ENSG00000198727,,ENSVPAG00000018162
ENSG00000210195,,
ENSG00000210196,,
ENSG00000231015,,
ENSG00000282224,,
ENSG00000224873,,
ENSG00000280305,,
ENSG00000253866,,
ENSG00000282060,,
ENSG00000203413,,
ENSG00000236913,,
ENSG00000254091,,
ENSG00000275737,,
ENSG00000250587,,
ENSG00000229646,,
ENSG00000246145,,
ENSG00000229398,,
ENSG00000237690,,
ENSG00000248884,,
ENSG00000282696,,
ENSG00000223441,,
ENSG00000150510,ENSPFOG00000016040,ENSVPAG00000009220
ENSG00000258265,,
ENSG00000230725,,
ENSG00000232643,,
ENSG00000230635,,
ENSG00000282169,,
ENSG00000255144,,
ENSG00000232117,,
ENSG00000282660,,
ENSG00000250524,,
ENSG00000253655,,
ENSG00000280695,,
ENSG00000282765,,
ENSG00000224296,,
ENSG00000255174,,
ENSG00000233503,,
ENSG00000282570,,
ENSG00000282368,,
ENSG00000279499,,
ENSG00000274173,,
ENSG00000227336,,
ENSG00000249588,,
ENSG00000228292,,
ENSG00000251273,,
ENSG00000281763,,
ENSG00000250118,,
ENSG00000253283,,
ENSG00000233068,,
ENSG00000219993,,
ENSG00000248359,,
ENSG00000251654,,
ENSG00000245662,,
ENSG00000231159,,
ENSG00000260604,,
ENSG00000234115,,
ENSG00000232475,,
ENSG00000218472,,
ENSG00000261189,,
ENSG00000217135,,
ENSG00000253383,,
ENSG00000229553,,
ENSG00000230243,,
ENSG00000235963,,
ENSG00000228265,,
ENSG00000217566,,
ENSG00000256079,,
ENSG00000254538,,
ENSG00000216657,,
ENSG00000228850,,
ENSG00000206507,,
ENSG00000158014,,ENSVPAG00000001229
ENSG00000147905,ENSPFOG00000011650,ENSVPAG00000001007
ENSG00000147905,ENSPFOG00000022751,ENSVPAG00000001007
ENSG00000236225,,
ENSG00000198785,ENSPFOG00000002891,ENSVPAG00000002247
ENSG00000231061,,
ENSG00000236798,,
ENSG00000281365,,
ENSG00000189298,,
ENSG00000232909,,
ENSG00000225649,,
ENSG00000281460,,
ENSG00000232179,,
ENSG00000253317,,
ENSG00000240791,,
ENSG00000277276,,
