Ensembl Gene ID,Amazon molly Ensembl Gene ID,Human Ensembl Gene ID
ENSVPAG00000000002,,
ENSVPAG00000007931,,ENSG00000172468
ENSVPAG00000007931,,ENSG00000169953
ENSVPAG00000004547,,
ENSVPAG00000003366,ENSPFOG00000013708,ENSG00000108799
ENSVPAG00000009296,ENSPFOG00000010094,ENSG00000165661
ENSVPAG00000005096,ENSPFOG00000000904,ENSG00000136698
ENSVPAG00000005096,ENSPFOG00000000904,ENSG00000152093
ENSVPAG00000000003,,
ENSVPAG00000002864,ENSPFOG00000014930,ENSG00000167842
ENSVPAG00000002864,ENSPFOG00000014933,ENSG00000167842
ENSVPAG00000000004,ENSPFOG00000005522,ENSG00000032742
ENSVPAG00000002500,ENSPFOG00000004149,ENSG00000095787
ENSVPAG00000009648,ENSPFOG00000009018,ENSG00000164749
ENSVPAG00000007822,ENSPFOG00000017129,ENSG00000161011
ENSVPAG00000002536,ENSPFOG00000016321,ENSG00000101199
ENSVPAG00000002573,ENSPFOG00000015484,ENSG00000274527
ENSVPAG00000002573,ENSPFOG00000015484,ENSG00000107077
ENSVPAG00000002964,ENSPFOG00000010818,ENSG00000101220
ENSVPAG00000002964,ENSPFOG00000005870,ENSG00000101220
ENSVPAG00000012144,ENSPFOG00000005214,ENSG00000134291
ENSVPAG00000012145,ENSPFOG00000002714,ENSG00000079387
ENSVPAG00000012146,ENSPFOG00000013294,ENSG00000152556
ENSVPAG00000012146,ENSPFOG00000010182,ENSG00000152556
ENSVPAG00000011506,,
ENSVPAG00000002782,ENSPFOG00000001962,ENSG00000160469
ENSVPAG00000002782,ENSPFOG00000018193,ENSG00000160469
ENSVPAG00000003597,ENSPFOG00000007791,ENSG00000101084
ENSVPAG00000012151,ENSPFOG00000013137,ENSG00000177981
ENSVPAG00000012152,,ENSG00000172640
ENSVPAG00000003599,ENSPFOG00000015788,ENSG00000101082
ENSVPAG00000003600,ENSPFOG00000022027,ENSG00000101079
ENSVPAG00000003600,ENSPFOG00000023893,ENSG00000101079
ENSVPAG00000003600,ENSPFOG00000015809,ENSG00000101079
ENSVPAG00000003106,ENSPFOG00000015174,ENSG00000124562
ENSVPAG00000003601,ENSPFOG00000007029,ENSG00000149636
ENSVPAG00000003107,ENSPFOG00000008598,ENSG00000065060
ENSVPAG00000003602,ENSPFOG00000008702,ENSG00000101347
ENSVPAG00000001983,ENSPFOG00000000221,ENSG00000169018
ENSVPAG00000012528,,ENSG00000181031
ENSVPAG00000003604,ENSPFOG00000019149,ENSG00000080839
ENSVPAG00000003108,ENSPFOG00000008998,ENSG00000064995
ENSVPAG00000003605,,ENSG00000101353
ENSVPAG00000003607,ENSPFOG00000000828,ENSG00000118705
ENSVPAG00000002861,ENSPFOG00000016488,ENSG00000122176
ENSVPAG00000002861,ENSPFOG00000012928,ENSG00000122176
ENSVPAG00000003608,ENSPFOG00000013225,ENSG00000101363
ENSVPAG00000002890,,ENSG00000184785
ENSVPAG00000011224,ENSPFOG00000004685,ENSG00000187398
ENSVPAG00000011224,ENSPFOG00000000248,ENSG00000187398
ENSVPAG00000000006,ENSPFOG00000015777,ENSG00000121904
ENSVPAG00000003266,ENSPFOG00000014512,ENSG00000143603
ENSVPAG00000002136,ENSPFOG00000001745,ENSG00000140943
ENSVPAG00000002140,ENSPFOG00000002169,ENSG00000103160
ENSVPAG00000002143,ENSPFOG00000012843,ENSG00000154099
ENSVPAG00000010972,ENSPFOG00000005076,ENSG00000171310
ENSVPAG00000002149,ENSPFOG00000003758,ENSG00000140955
ENSVPAG00000010974,ENSPFOG00000004763,ENSG00000136052
ENSVPAG00000010974,ENSPFOG00000011668,ENSG00000136052
ENSVPAG00000000008,,ENSG00000176256
ENSVPAG00000010975,ENSPFOG00000004728,ENSG00000151131
ENSVPAG00000010976,ENSPFOG00000004387,ENSG00000136010
ENSVPAG00000002153,ENSPFOG00000011932,ENSG00000103175
ENSVPAG00000002155,,ENSG00000064270
ENSVPAG00000004518,ENSPFOG00000019626,ENSG00000165304
ENSVPAG00000006572,ENSPFOG00000023471,ENSG00000138101
ENSVPAG00000010978,ENSPFOG00000011885,ENSG00000136051
ENSVPAG00000000009,ENSPFOG00000023080,ENSG00000185888
ENSVPAG00000000009,ENSPFOG00000019576,ENSG00000185888
ENSVPAG00000006574,ENSPFOG00000017761,ENSG00000143970
ENSVPAG00000006574,ENSPFOG00000017771,ENSG00000143970
ENSVPAG00000010979,ENSPFOG00000008838,ENSG00000136044
ENSVPAG00000007705,ENSPFOG00000008334,ENSG00000196876
ENSVPAG00000007705,ENSPFOG00000012576,ENSG00000196876
ENSVPAG00000006577,ENSPFOG00000017737,ENSG00000084731
ENSVPAG00000006577,ENSPFOG00000015190,ENSG00000084731
ENSVPAG00000000654,,
ENSVPAG00000007709,ENSPFOG00000008053,ENSG00000167612
ENSVPAG00000007709,ENSPFOG00000001011,ENSG00000167612
ENSVPAG00000007709,ENSPFOG00000024157,ENSG00000167612
ENSVPAG00000001661,ENSPFOG00000009794,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000007916,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000001339,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000005463,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000005449,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000004894,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000010422,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000023670,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000004414,ENSG00000189144
ENSVPAG00000001661,ENSPFOG00000009794,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000007916,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000001339,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000005463,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000005449,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000004894,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000010422,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000023670,ENSG00000168661
ENSVPAG00000001661,ENSPFOG00000004414,ENSG00000168661
ENSVPAG00000007710,ENSPFOG00000007986,ENSG00000139567
ENSVPAG00000008174,ENSPFOG00000004027,ENSG00000163219
ENSVPAG00000007712,ENSPFOG00000007829,ENSG00000135503
ENSVPAG00000001662,,
ENSVPAG00000011390,,ENSG00000173389
ENSVPAG00000009336,ENSPFOG00000000383,ENSG00000057149
ENSVPAG00000009336,ENSPFOG00000000383,ENSG00000206073
ENSVPAG00000003722,ENSPFOG00000003213,ENSG00000014824
ENSVPAG00000012094,ENSPFOG00000017857,ENSG00000131626
ENSVPAG00000000007,,
ENSVPAG00000005613,ENSPFOG00000009467,ENSG00000150477
ENSVPAG00000003723,ENSPFOG00000004287,ENSG00000188848
ENSVPAG00000000012,ENSPFOG00000016104,ENSG00000112541
ENSVPAG00000003226,,
ENSVPAG00000000010,ENSPFOG00000010083,ENSG00000104419
ENSVPAG00000000010,ENSPFOG00000003913,ENSG00000104419
ENSVPAG00000009863,ENSPFOG00000024735,ENSG00000177575
ENSVPAG00000003745,ENSPFOG00000017646,ENSG00000163393
ENSVPAG00000002416,ENSPFOG00000014590,ENSG00000132823
ENSVPAG00000000946,ENSPFOG00000001389,ENSG00000139631
ENSVPAG00000003748,,ENSG00000173212
ENSVPAG00000000947,ENSPFOG00000001571,ENSG00000139651
ENSVPAG00000000948,ENSPFOG00000002556,ENSG00000182544
ENSVPAG00000000016,ENSPFOG00000016649,ENSG00000109084
ENSVPAG00000002816,,
ENSVPAG00000000949,ENSPFOG00000009979,ENSG00000135476
ENSVPAG00000002436,,ENSG00000108622
ENSVPAG00000000479,ENSPFOG00000006329,ENSG00000147065
ENSVPAG00000000479,ENSPFOG00000019370,ENSG00000147065
ENSVPAG00000000017,ENSPFOG00000005455,ENSG00000109083
ENSVPAG00000008346,ENSPFOG00000019000,ENSG00000196312
ENSVPAG00000008346,ENSPFOG00000000865,ENSG00000196312
ENSVPAG00000008346,ENSPFOG00000019000,ENSG00000148110
ENSVPAG00000008346,ENSPFOG00000000865,ENSG00000148110
ENSVPAG00000000018,ENSPFOG00000011314,ENSG00000004142
ENSVPAG00000006048,ENSPFOG00000022720,ENSG00000142875
ENSVPAG00000006048,ENSPFOG00000015181,ENSG00000142875
ENSVPAG00000012573,ENSPFOG00000008096,ENSG00000172995
ENSVPAG00000000019,ENSPFOG00000011429,ENSG00000244045
ENSVPAG00000000951,ENSPFOG00000022611,ENSG00000123349
ENSVPAG00000000951,ENSPFOG00000009905,ENSG00000123349
ENSVPAG00000002832,ENSPFOG00000002972,ENSG00000078589
ENSVPAG00000000952,ENSPFOG00000008202,ENSG00000139637
ENSVPAG00000000953,ENSPFOG00000000480,ENSG00000094914
ENSVPAG00000000953,ENSPFOG00000010272,ENSG00000094914
ENSVPAG00000003983,ENSPFOG00000016803,ENSG00000248751
ENSVPAG00000003983,ENSPFOG00000019745,ENSG00000248751
ENSVPAG00000003983,ENSPFOG00000016803,ENSG00000099992
ENSVPAG00000003983,ENSPFOG00000019745,ENSG00000099992
ENSVPAG00000002863,,
ENSVPAG00000005298,ENSPFOG00000005730,ENSG00000143630
ENSVPAG00000005298,ENSPFOG00000010458,ENSG00000143630
ENSVPAG00000000021,ENSPFOG00000014093,ENSG00000105048
ENSVPAG00000000021,ENSPFOG00000002294,ENSG00000105048
ENSVPAG00000000021,ENSPFOG00000003175,ENSG00000105048
ENSVPAG00000002248,,
ENSVPAG00000001851,ENSPFOG00000022448,ENSG00000204345
ENSVPAG00000001851,ENSPFOG00000022448,ENSG00000186074
ENSVPAG00000000023,,
ENSVPAG00000004816,ENSPFOG00000006331,ENSG00000182240
ENSVPAG00000001853,,
ENSVPAG00000000014,ENSPFOG00000011220,ENSG00000121898
ENSVPAG00000006891,ENSPFOG00000004340,ENSG00000157985
ENSVPAG00000005201,ENSPFOG00000018968,ENSG00000149809
ENSVPAG00000004343,ENSPFOG00000020506,ENSG00000146360
ENSVPAG00000003135,ENSPFOG00000009038,ENSG00000036565
ENSVPAG00000001547,ENSPFOG00000024340,ENSG00000176208
ENSVPAG00000001547,ENSPFOG00000013048,ENSG00000176208
ENSVPAG00000004345,ENSPFOG00000000369,ENSG00000112290
ENSVPAG00000010276,,
ENSVPAG00000008729,ENSPFOG00000004787,ENSG00000143842
ENSVPAG00000005204,ENSPFOG00000020702,ENSG00000174276
ENSVPAG00000003136,ENSPFOG00000006973,ENSG00000147416
ENSVPAG00000010278,ENSPFOG00000006817,ENSG00000181264
ENSVPAG00000010278,ENSPFOG00000003202,ENSG00000181264
ENSVPAG00000004060,ENSPFOG00000013318,ENSG00000079999
ENSVPAG00000005205,ENSPFOG00000003883,ENSG00000149806
ENSVPAG00000010279,ENSPFOG00000006850,ENSG00000196914
ENSVPAG00000010279,ENSPFOG00000003224,ENSG00000196914
ENSVPAG00000002817,,
